42941,15/03/2013,03:55:42,22538,4,3
42942,06/01/2013,17:21:31,14430,1,1
42943,30/04/2013,13:39:43,1406,6,3
42944,02/03/2013,10:27:31,27950,5,1
42945,15/05/2013,15:55:08,31686,5,1
42946,13/06/2013,22:27:30,8607,2,3
42947,28/04/2013,20:42:24,36947,5,1
42948,08/05/2013,21:30:57,25138,6,3
42949,30/04/2013,14:42:12,35447,1,1
42950,21/03/2013,06:25:56,14149,5,3
42951,05/01/2013,23:39:38,6501,3,2
42952,31/05/2013,04:11:50,4431,1,3
42953,06/03/2013,05:16:39,32216,3,3
42954,07/05/2013,20:30:46,35034,1,2
42955,11/03/2013,00:57:49,9749,4,2
42956,15/04/2013,01:48:15,39727,5,1
42957,27/01/2013,12:23:35,8308,5,1
42958,23/03/2013,00:23:14,21,6,2
42959,11/02/2013,02:26:50,5828,6,3
42960,11/04/2013,12:02:19,8846,2,1
42961,07/05/2013,05:29:45,4935,2,3
42962,03/03/2013,06:44:18,9647,2,2
42963,12/06/2013,16:31:52,19144,3,3
42964,19/01/2013,20:19:24,13673,2,3
42965,23/01/2013,19:54:18,20533,2,2
42966,09/01/2013,14:40:55,24061,3,1
42967,08/06/2013,15:51:11,32117,6,2
42968,11/04/2013,04:27:13,1448,1,2
42969,04/01/2013,02:06:30,14063,2,2
42970,23/04/2013,14:28:53,24787,2,2
42971,12/03/2013,00:12:05,15454,6,1
42972,02/06/2013,15:57:48,25299,4,3
42973,10/06/2013,17:03:09,4918,5,2
42974,02/02/2013,15:54:27,13570,1,3
42975,05/03/2013,05:37:38,36583,6,1
42976,04/06/2013,17:34:29,32170,3,1
42977,27/03/2013,21:17:51,35053,6,3
42978,22/02/2013,10:37:19,21405,5,1
42979,29/01/2013,06:36:47,36893,1,3
42980,04/01/2013,02:06:40,36246,1,2
42981,04/02/2013,19:54:54,8968,5,1
42982,07/04/2013,00:57:42,30899,4,1
42983,24/02/2013,04:10:10,38368,6,3
42984,09/04/2013,12:14:36,26018,3,1
42985,07/01/2013,15:00:11,37168,5,1
42986,20/05/2013,17:29:38,5072,6,3
42987,02/01/2013,22:44:11,30274,5,1
42988,30/03/2013,22:26:56,3105,4,1
42989,25/04/2013,23:41:42,38725,3,2
42990,20/03/2013,05:43:15,25719,1,1
42991,23/05/2013,08:45:59,36501,3,3
42992,16/03/2013,10:33:21,956,3,1
42993,02/06/2013,17:31:54,8564,1,2
42994,02/06/2013,20:18:29,34494,5,2
42995,04/02/2013,13:51:30,34205,6,2
42996,10/01/2013,00:14:56,21562,6,1
42997,06/05/2013,01:04:48,5100,1,1
42998,08/01/2013,19:12:38,39781,2,3
42999,30/01/2013,19:19:32,4351,1,1
43000,23/05/2013,05:54:38,38301,4,2
43001,19/02/2013,21:39:57,3859,1,2
43002,27/01/2013,20:04:23,22535,4,1
43003,30/04/2013,13:03:54,4802,2,2
43004,22/01/2013,09:10:22,23039,1,1
43005,04/03/2013,04:06:02,12691,4,1
43006,15/06/2013,19:16:42,24184,1,3
43007,06/05/2013,23:36:32,6575,4,1
43008,14/01/2013,06:33:21,5615,3,1
43009,27/02/2013,06:16:25,14218,3,1
43010,19/01/2013,16:01:07,29723,2,3
43011,28/02/2013,14:13:41,3880,3,3
43012,16/02/2013,05:34:01,23833,5,1
43013,06/05/2013,09:29:21,31125,5,2
43014,14/02/2013,09:45:56,29141,1,1
43015,14/01/2013,01:58:05,38575,3,2
43016,09/05/2013,20:38:07,32089,4,3
43017,04/05/2013,19:25:04,19933,1,1
43018,20/03/2013,13:30:55,10274,4,3
43019,27/01/2013,04:29:16,29666,3,3
43020,17/06/2013,06:15:33,6756,6,1
43021,20/02/2013,11:32:29,28875,3,1
43022,07/04/2013,11:10:44,6246,6,2
43023,08/01/2013,23:34:42,28457,3,2
43024,18/05/2013,06:44:09,16443,6,2
43025,24/05/2013,04:57:55,25493,6,1
43026,07/05/2013,09:29:56,10598,4,1
43027,10/05/2013,16:14:16,10002,3,1
43028,23/03/2013,15:51:23,35278,5,2
43029,29/03/2013,02:28:24,9594,5,3
43030,16/04/2013,04:51:45,23235,4,3
43031,21/05/2013,02:10:23,1470,6,1
43032,21/03/2013,05:56:01,7308,5,2
43033,24/03/2013,20:41:50,37170,1,1
43034,09/02/2013,03:23:25,20324,1,2
43035,04/05/2013,06:36:35,38039,4,2
43036,19/02/2013,15:32:30,167,5,1
43037,11/01/2013,08:16:55,30940,1,1
43038,23/01/2013,22:40:12,11258,1,2
43039,12/02/2013,23:16:41,6970,6,1
43040,15/06/2013,23:20:32,16120,5,3
43041,27/01/2013,07:54:59,23093,6,1
43042,31/01/2013,09:31:05,35814,3,1
43043,22/01/2013,20:27:27,10450,1,1
43044,13/04/2013,13:22:12,38625,3,2
43045,28/04/2013,12:06:19,5907,2,3
43046,03/06/2013,22:08:08,4640,2,2
43047,11/06/2013,18:56:47,7871,2,3
43048,22/01/2013,19:09:27,22513,1,1
43049,04/06/2013,00:33:34,15826,6,2
43050,13/03/2013,23:02:27,16173,2,3
43051,05/01/2013,12:50:28,28127,1,3
43052,25/03/2013,12:03:58,25939,1,2
43053,10/04/2013,05:04:46,6651,3,2
43054,27/02/2013,03:08:50,33145,2,2
43055,20/05/2013,13:59:29,12596,6,3
43056,17/04/2013,09:12:25,12207,6,2
43057,09/05/2013,05:48:13,37447,3,1
43058,30/01/2013,11:22:06,11770,2,2
43059,27/01/2013,03:00:43,39389,4,2
43060,08/06/2013,14:19:15,19610,2,2
43061,22/02/2013,20:42:02,30817,2,1
43062,26/01/2013,06:07:03,26751,5,3
43063,20/02/2013,07:43:23,9533,5,2
43064,14/02/2013,10:59:41,7398,3,1
43065,20/04/2013,12:10:39,7130,2,2
43066,21/02/2013,03:05:02,25249,3,1
43067,30/03/2013,07:53:48,5680,3,3
43068,14/04/2013,17:35:18,16001,4,2
43069,17/02/2013,08:40:56,30372,6,1
43070,28/03/2013,15:39:19,12903,5,1
43071,28/05/2013,19:10:51,23984,3,2
43072,28/05/2013,03:14:56,9649,1,1
43073,12/06/2013,05:10:14,31214,5,3
43074,03/05/2013,10:21:56,5053,5,3
43075,02/02/2013,19:04:52,29774,6,3
43076,31/03/2013,22:22:59,19476,4,2
43077,27/05/2013,04:18:59,2929,2,2
43078,10/03/2013,09:44:20,6287,4,3
43079,12/04/2013,07:52:07,17624,3,3
43080,15/01/2013,18:58:08,15283,6,1
43081,26/04/2013,14:20:29,35790,5,2
43082,14/02/2013,00:54:33,11428,3,1
43083,09/01/2013,23:17:45,6482,4,1
43084,27/03/2013,06:04:33,24038,3,3
43085,17/06/2013,17:19:54,25573,2,1
43086,08/03/2013,10:23:12,31094,4,3
43087,20/04/2013,05:59:21,30447,1,1
43088,11/01/2013,11:58:19,23272,3,3
43089,13/06/2013,23:55:41,21776,2,1
43090,14/05/2013,15:20:56,34949,3,1
43091,02/05/2013,18:23:57,35848,5,1
43092,14/03/2013,06:11:30,27473,3,1
43093,02/03/2013,00:15:11,31197,5,2
43094,11/04/2013,15:49:46,35784,4,1
43095,19/06/2013,06:10:40,5226,1,2
43096,12/05/2013,00:56:24,35625,5,1
43097,15/03/2013,10:57:28,22492,1,3
43098,12/04/2013,22:10:49,27530,5,1
43099,11/03/2013,00:51:45,38859,2,2
43100,15/02/2013,01:12:23,37991,1,2
43101,28/01/2013,16:15:40,7322,4,1
43102,04/01/2013,06:10:57,20353,2,1
43103,19/01/2013,12:44:17,14460,5,2
43104,16/02/2013,10:58:00,10287,3,3
43105,05/06/2013,14:51:17,3743,5,3
43106,05/02/2013,14:10:52,25940,6,1
43107,14/06/2013,20:45:17,15645,1,1
43108,05/01/2013,20:50:35,33362,6,2
43109,12/03/2013,06:33:07,17430,1,2
43110,15/02/2013,22:37:02,16100,5,1
43111,26/04/2013,16:22:30,9834,5,1
43112,12/05/2013,04:36:13,6516,1,1
43113,15/05/2013,22:33:05,26394,1,3
43114,06/03/2013,10:20:03,7821,6,1
43115,05/06/2013,16:13:32,26179,4,2
43116,16/03/2013,05:52:10,32561,2,2
43117,23/05/2013,21:11:45,4789,6,3
43118,18/03/2013,08:01:58,37887,6,3
43119,27/03/2013,12:25:47,14164,5,2
43120,20/03/2013,18:24:32,2787,2,3
43121,09/06/2013,05:05:45,31450,5,2
43122,23/03/2013,11:14:55,201,3,1
43123,25/03/2013,03:29:30,13486,5,1
43124,10/03/2013,17:23:39,39908,4,1
43125,18/02/2013,01:29:49,18785,3,3
43126,23/03/2013,09:13:42,8913,2,1
43127,02/03/2013,14:36:51,35857,4,1
43128,01/02/2013,00:59:30,27174,4,3
43129,31/01/2013,09:45:48,7635,2,1
43130,02/02/2013,04:04:53,511,4,1
43131,11/06/2013,22:19:07,29343,6,2
43132,08/03/2013,03:39:52,21707,3,2
43133,08/05/2013,01:51:12,23746,1,2
43134,22/04/2013,20:34:31,17970,3,3
43135,10/06/2013,16:14:43,25862,5,1
43136,01/06/2013,00:33:39,247,6,2
43137,19/02/2013,19:39:50,21464,1,3
43138,27/03/2013,16:57:37,30102,1,2
43139,26/04/2013,05:00:29,22482,5,1
43140,05/04/2013,12:21:45,35387,4,2
43141,08/06/2013,11:06:54,10274,2,2
43142,05/04/2013,21:11:16,29220,4,2
43143,03/06/2013,18:58:46,37121,1,2
43144,19/06/2013,05:58:16,10456,6,3
43145,17/04/2013,12:51:09,29828,3,3
43146,19/06/2013,06:54:18,258,5,3
43147,07/04/2013,00:52:47,29295,2,1
43148,18/04/2013,08:24:10,31143,5,1
43149,04/03/2013,21:26:38,9068,4,1
43150,18/02/2013,13:35:47,4449,1,1
43151,04/06/2013,09:02:47,26524,5,1
43152,08/03/2013,17:16:14,22026,6,1
43153,19/02/2013,04:56:19,35071,2,1
43154,26/03/2013,13:14:58,30711,3,2
43155,28/02/2013,12:15:26,7034,1,1
43156,14/05/2013,17:13:39,6080,1,3
43157,19/01/2013,08:40:26,7258,2,3
43158,09/06/2013,15:55:07,37840,1,1
43159,23/05/2013,00:59:04,19363,2,1
43160,16/03/2013,09:44:46,15347,2,3
43161,22/05/2013,03:11:42,22565,4,2
43162,13/06/2013,00:33:46,20662,6,1
43163,01/01/2013,17:57:07,29517,5,3
43164,15/01/2013,17:36:21,30845,2,2
43165,15/06/2013,16:10:09,7229,3,2
43166,25/03/2013,07:31:53,23239,2,1
43167,01/06/2013,04:52:26,36282,1,3
43168,22/04/2013,07:28:18,39865,5,2
43169,30/03/2013,16:10:01,790,4,1
43170,08/05/2013,15:04:21,32289,4,1
43171,19/02/2013,16:14:49,5330,3,3
43172,16/06/2013,15:55:44,28777,3,3
43173,06/03/2013,06:11:04,27950,3,3
43174,10/06/2013,20:14:33,13914,5,3
43175,13/06/2013,13:04:20,22734,5,2
43176,16/02/2013,02:21:20,19470,3,1
43177,05/02/2013,22:47:00,23911,5,2
43178,01/02/2013,06:35:07,6771,6,1
43179,15/02/2013,15:22:57,38529,2,1
43180,13/03/2013,14:00:25,27543,4,2
43181,01/05/2013,06:43:25,8806,5,2
43182,10/05/2013,14:57:48,34826,4,2
43183,01/06/2013,06:26:53,20932,4,1
43184,12/04/2013,06:41:05,30389,4,3
43185,10/05/2013,20:57:48,36861,3,3
43186,15/03/2013,11:54:34,12795,5,2
43187,29/05/2013,19:32:21,31848,5,2
43188,08/06/2013,14:22:01,3278,1,3
43189,09/02/2013,01:53:58,15917,3,1
43190,20/04/2013,23:52:47,27397,5,2
43191,01/06/2013,04:06:57,24301,6,3
43192,25/01/2013,23:10:30,11577,2,1
43193,16/06/2013,11:43:41,22911,3,1
43194,16/04/2013,03:46:36,27577,6,1
43195,26/04/2013,10:19:25,12394,5,2
43196,05/03/2013,15:02:58,37226,4,2
43197,19/04/2013,21:47:37,30976,6,3
43198,27/04/2013,06:07:27,6769,3,1
43199,02/01/2013,12:40:10,34435,3,3
43200,20/04/2013,04:30:54,27604,6,2
43201,30/01/2013,14:48:31,13756,2,1
43202,16/03/2013,05:15:49,10379,2,2
43203,04/04/2013,19:45:05,19856,6,3
43204,20/04/2013,17:54:15,24886,4,3
43205,17/01/2013,23:48:51,2574,2,3
43206,20/04/2013,16:56:54,31572,4,1
43207,14/04/2013,18:55:04,545,2,2
43208,23/05/2013,18:24:56,4053,2,3
43209,06/02/2013,19:45:23,2086,4,2
43210,20/05/2013,13:42:51,28518,1,3
43211,23/03/2013,06:43:56,37208,5,2
43212,11/01/2013,02:23:17,17644,5,3
43213,26/05/2013,21:33:27,23,6,2
43214,19/05/2013,18:23:39,26193,2,2
43215,17/06/2013,02:07:04,1416,4,3
43216,09/01/2013,18:09:17,15401,4,2
43217,11/02/2013,16:33:06,36668,3,2
43218,29/01/2013,22:09:41,35889,3,2
43219,17/03/2013,17:03:17,3911,2,2
43220,22/04/2013,08:51:44,36917,1,3
43221,17/03/2013,05:09:56,29689,4,2
43222,01/06/2013,03:27:57,15538,4,1
43223,04/01/2013,13:42:37,29858,6,1
43224,18/04/2013,10:37:30,5418,5,2
43225,30/05/2013,09:42:48,19930,4,2
43226,06/05/2013,18:14:56,23977,5,1
43227,26/02/2013,02:52:13,31612,4,2
43228,13/02/2013,19:23:19,799,6,3
43229,20/03/2013,13:11:10,33823,6,1
43230,18/03/2013,01:48:07,12297,1,3
43231,19/05/2013,12:33:10,19662,5,1
43232,03/02/2013,21:52:52,20051,1,2
43233,12/06/2013,15:54:29,8024,4,2
43234,05/03/2013,08:39:11,25370,3,2
43235,08/06/2013,21:40:35,22356,1,2
43236,28/02/2013,20:01:32,3192,2,3
43237,23/05/2013,19:55:58,31883,2,1
43238,24/03/2013,14:50:51,36713,2,3
43239,04/04/2013,07:39:20,35049,5,1
43240,15/04/2013,04:11:10,32821,4,3
43241,08/06/2013,21:03:37,13418,3,3
43242,12/04/2013,21:00:18,9782,1,2
43243,13/06/2013,22:48:13,9282,5,3
43244,11/05/2013,04:37:38,25454,5,3
43245,02/05/2013,22:20:34,4364,1,1
43246,20/03/2013,00:31:29,28847,5,2
43247,13/02/2013,04:24:51,22627,6,3
43248,05/06/2013,20:33:29,2711,3,1
43249,11/05/2013,16:57:38,29968,6,3
43250,10/06/2013,11:18:44,32559,2,1
43251,02/02/2013,13:23:50,19827,1,1
43252,09/02/2013,16:08:18,539,1,1
43253,12/06/2013,14:20:16,39126,4,1
43254,28/03/2013,03:24:25,13340,5,2
43255,30/04/2013,18:20:42,5842,5,3
43256,10/06/2013,10:49:05,4551,1,1
43257,06/03/2013,21:22:34,500,2,2
43258,25/04/2013,12:52:51,35706,6,2
43259,17/04/2013,03:54:12,21434,2,3
43260,25/04/2013,09:23:30,29631,4,1
43261,07/01/2013,16:40:56,20227,2,2
43262,17/01/2013,22:23:17,36682,4,2
43263,09/03/2013,12:19:13,1929,4,3
43264,18/05/2013,03:08:07,31917,4,3
43265,03/05/2013,09:39:34,6879,5,1
43266,04/05/2013,22:44:11,21391,4,2
43267,05/05/2013,21:03:10,29748,1,3
43268,25/02/2013,15:24:21,31294,3,2
43269,04/05/2013,18:20:38,19243,2,1
43270,24/05/2013,23:51:23,36977,6,2
43271,07/04/2013,21:18:01,21370,2,3
43272,09/02/2013,03:04:33,32520,1,2
43273,24/02/2013,21:51:27,2601,1,2
43274,13/01/2013,09:32:50,37968,2,3
43275,08/05/2013,20:20:42,19324,4,3
43276,01/05/2013,07:10:49,23108,1,1
43277,18/01/2013,21:21:08,29100,1,2
43278,16/05/2013,04:21:57,6210,3,3
43279,13/02/2013,08:34:13,29846,5,1
43280,07/04/2013,16:08:53,16093,1,3
43281,25/03/2013,13:19:19,7858,4,2
43282,25/02/2013,19:02:43,18494,1,3
43283,04/01/2013,10:02:01,36830,6,2
43284,08/03/2013,18:59:40,35805,5,3
43285,25/02/2013,21:09:27,406,6,1
43286,08/06/2013,06:48:26,5008,4,3
43287,19/03/2013,05:28:21,32686,4,1
43288,16/05/2013,11:51:02,34781,4,1
43289,05/01/2013,00:49:03,7125,1,3
43290,16/04/2013,16:56:56,31734,3,3
43291,18/03/2013,02:36:34,36747,5,2
43292,01/04/2013,15:12:10,19921,1,3
43293,27/05/2013,18:29:30,20271,4,3
43294,02/01/2013,18:04:50,29910,1,3
43295,24/02/2013,06:38:32,1826,3,2
43296,09/02/2013,21:13:05,36039,6,1
43297,19/03/2013,00:07:56,29233,2,1
43298,11/06/2013,21:23:00,25691,1,3
43299,15/06/2013,09:47:07,39575,5,3
43300,19/02/2013,12:31:55,24924,1,2
43301,18/02/2013,14:43:35,33642,2,3
43302,27/04/2013,12:16:04,13132,1,2
43303,13/03/2013,04:44:31,5255,5,2
43304,05/01/2013,07:52:09,28016,2,3
43305,14/06/2013,19:11:12,9952,6,2
43306,15/04/2013,20:48:15,23611,1,2
43307,20/01/2013,08:58:52,12537,4,2
43308,06/01/2013,23:52:43,10864,1,1
43309,24/04/2013,14:43:58,27128,3,3
43310,19/06/2013,19:18:11,34830,3,2
43311,16/01/2013,20:41:41,18976,5,3
43312,07/04/2013,16:33:09,37446,4,1
43313,07/05/2013,10:38:33,37061,2,1
43314,01/02/2013,13:25:04,12504,6,3
43315,10/04/2013,01:18:27,32775,1,2
43316,20/02/2013,15:36:22,12510,2,3
43317,31/03/2013,13:14:28,35328,6,2
43318,31/01/2013,03:08:46,27871,5,2
43319,19/05/2013,09:25:10,21454,2,3
43320,19/04/2013,23:11:40,20041,6,3
43321,11/06/2013,00:00:46,17937,3,2
43322,18/04/2013,00:06:16,4156,5,1
43323,15/06/2013,17:03:00,13065,1,3
43324,26/04/2013,22:20:23,15990,4,1
43325,19/02/2013,12:41:58,9663,3,2
43326,23/04/2013,05:27:10,15092,3,3
43327,25/04/2013,01:03:54,10570,2,3
43328,03/03/2013,14:26:41,3381,6,2
43329,21/02/2013,05:16:15,9623,1,2
43330,23/05/2013,02:50:22,28647,1,3
43331,19/03/2013,20:39:17,30008,4,3
43332,08/03/2013,11:15:58,27932,3,1
43333,16/03/2013,00:38:02,29695,4,1
43334,05/04/2013,02:44:53,39068,4,2
43335,01/06/2013,21:44:41,23075,4,1
43336,07/01/2013,08:43:30,22303,3,3
43337,19/01/2013,11:57:38,11413,1,3
43338,10/03/2013,12:36:54,20367,6,2
43339,17/04/2013,03:12:38,14743,6,2
43340,16/05/2013,23:55:41,17107,1,3
43341,02/01/2013,06:30:27,16967,2,1
43342,24/02/2013,05:05:51,24382,6,3
43343,01/03/2013,09:46:15,36544,1,3
43344,01/05/2013,18:46:27,6796,2,3
43345,13/06/2013,03:48:14,19927,3,2
43346,06/05/2013,10:51:45,36530,1,1
43347,01/03/2013,22:26:10,6144,3,1
43348,12/04/2013,19:31:21,8566,6,3
43349,05/06/2013,22:04:47,31321,6,2
43350,17/05/2013,12:16:42,12384,6,3
43351,22/02/2013,15:23:17,33826,6,3
43352,13/04/2013,03:41:46,22385,5,2
43353,15/06/2013,00:48:44,26689,3,2
43354,05/04/2013,16:22:27,8191,3,3
43355,21/04/2013,22:09:43,6524,3,3
43356,06/06/2013,19:41:49,10283,6,1
43357,17/04/2013,01:15:56,29735,5,2
43358,09/04/2013,19:27:11,8462,1,3
43359,16/01/2013,12:00:33,30001,4,3
43360,27/02/2013,02:30:22,23027,3,3
43361,30/03/2013,08:53:41,38208,3,3
43362,03/04/2013,13:43:29,23759,3,2
43363,09/05/2013,07:18:57,39839,4,1
43364,11/02/2013,02:50:46,12296,3,2
43365,23/03/2013,11:29:43,7641,3,3
43366,08/04/2013,00:20:22,1803,6,3
43367,13/05/2013,14:56:55,21828,4,1
43368,19/06/2013,17:10:41,36499,3,1
43369,12/04/2013,00:58:03,38552,3,3
43370,22/03/2013,03:11:37,25018,1,2
43371,19/01/2013,22:24:27,12395,1,3
43372,09/01/2013,03:54:35,18344,5,1
43373,10/04/2013,08:34:25,2763,3,3
43374,16/01/2013,11:53:03,37661,3,3
43375,28/01/2013,03:39:26,19705,4,1
43376,12/06/2013,05:11:29,22291,6,1
43377,07/05/2013,01:33:48,14429,6,2
43378,03/04/2013,04:11:14,35635,2,3
43379,23/03/2013,05:30:45,16043,4,2
43380,28/02/2013,11:40:08,30013,2,2
43381,13/02/2013,03:02:22,1437,2,1
43382,18/06/2013,12:26:00,22125,5,1
43383,30/03/2013,07:27:21,2115,6,1
43384,31/03/2013,05:34:39,1994,4,3
43385,01/04/2013,10:56:32,2764,4,1
43386,14/01/2013,12:09:33,2184,1,3
43387,28/01/2013,21:45:23,33887,6,2
43388,03/01/2013,23:32:32,23373,2,2
43389,19/06/2013,18:01:29,27446,6,1
43390,07/03/2013,17:24:16,19381,5,1
43391,24/04/2013,18:46:15,32585,1,1
43392,26/03/2013,14:28:02,22190,6,2
43393,30/03/2013,08:41:52,777,2,2
43394,27/03/2013,05:02:03,7654,3,3
43395,31/01/2013,12:17:57,8489,1,2
43396,31/05/2013,17:53:02,38118,4,1
43397,18/01/2013,06:36:50,13344,3,1
43398,19/03/2013,16:27:33,1477,1,1
43399,05/06/2013,21:52:06,19136,5,2
43400,05/03/2013,18:08:13,29847,2,2
43401,10/06/2013,12:52:13,18562,2,2
43402,24/04/2013,23:07:44,17471,5,2
43403,16/04/2013,18:49:16,32567,4,1
43404,10/05/2013,11:46:47,19211,3,2
43405,06/05/2013,16:42:13,14285,4,2
