563,teste,AUTO-FRAUDE,AUDITORIA,03/05/2013,429550
564,teste,ESTELIONATO,DENUNCIA,30/04/2013,307543
565,teste,FRAUDE-AMIGA,AUDITORIA,12/01/2013,800781
566,teste,ESTELIONATO,DATAMINING,18/02/2013,906824
567,teste,AUTO-FRAUDE,AUDITORIA,06/01/2013,259576
568,teste,ESTELIONATO,DENUNCIA,17/01/2013,187618
569,teste,ESTELIONATO,DATAMINING,13/02/2013,245589
570,teste,ESTELIONATO,DENUNCIA,15/01/2013,178672
571,teste,ESTELIONATO,AUDITORIA,03/03/2013,367213
572,teste,FRAUDE-AMIGA,DENUNCIA,05/05/2013,830671
573,teste,AUTO-FRAUDE,DATAMINING,02/06/2013,410181
574,teste,ESTELIONATO,DATAMINING,25/04/2013,859322
575,teste,FRAUDE-AMIGA,AUDITORIA,28/03/2013,815900
576,teste,ESTELIONATO,DATAMINING,09/06/2013,65967
577,teste,ESTELIONATO,DATAMINING,04/04/2013,707638
578,teste,AUTO-FRAUDE,DATAMINING,02/04/2013,838862
579,teste,AUTO-FRAUDE,AUDITORIA,23/04/2013,792676
580,teste,AUTO-FRAUDE,AUDITORIA,08/04/2013,788257
581,teste,ESTELIONATO,DATAMINING,07/06/2013,718581
582,teste,AUTO-FRAUDE,AUDITORIA,24/01/2013,718374
583,teste,FRAUDE-AMIGA,DENUNCIA,17/04/2013,711688
584,teste,ESTELIONATO,DENUNCIA,23/04/2013,389431
585,teste,AUTO-FRAUDE,AUDITORIA,05/05/2013,575941
586,teste,FRAUDE-AMIGA,DATAMINING,06/03/2013,772831
587,teste,ESTELIONATO,AUDITORIA,22/04/2013,380212
588,teste,ESTELIONATO,DENUNCIA,04/02/2013,752643
589,teste,AUTO-FRAUDE,DATAMINING,08/06/2013,412218
590,teste,AUTO-FRAUDE,AUDITORIA,25/01/2013,476487
591,teste,AUTO-FRAUDE,DATAMINING,13/05/2013,227166
592,teste,ESTELIONATO,AUDITORIA,14/06/2013,808966
593,teste,ESTELIONATO,DENUNCIA,02/05/2013,869251
594,teste,AUTO-FRAUDE,DATAMINING,02/06/2013,590764
595,teste,AUTO-FRAUDE,DATAMINING,12/05/2013,594128
596,teste,FRAUDE-AMIGA,DATAMINING,07/03/2013,656523
597,teste,AUTO-FRAUDE,DENUNCIA,04/06/2013,670486
598,teste,ESTELIONATO,DENUNCIA,03/03/2013,814646
599,teste,AUTO-FRAUDE,DENUNCIA,18/04/2013,88851
600,teste,AUTO-FRAUDE,DENUNCIA,25/03/2013,242131
601,teste,ESTELIONATO,DATAMINING,06/01/2013,255736
602,teste,FRAUDE-AMIGA,AUDITORIA,12/02/2013,997569
603,teste,FRAUDE-AMIGA,DATAMINING,20/04/2013,1275
604,teste,FRAUDE-AMIGA,AUDITORIA,12/06/2013,605441
605,teste,AUTO-FRAUDE,DENUNCIA,30/05/2013,478449
606,teste,AUTO-FRAUDE,DATAMINING,06/01/2013,914812
607,teste,AUTO-FRAUDE,DATAMINING,16/06/2013,782048
608,teste,FRAUDE-AMIGA,DATAMINING,21/01/2013,685581
609,teste,AUTO-FRAUDE,DENUNCIA,22/04/2013,365476
610,teste,FRAUDE-AMIGA,DENUNCIA,18/05/2013,605385
611,teste,ESTELIONATO,DATAMINING,05/06/2013,583539
612,teste,AUTO-FRAUDE,DATAMINING,28/01/2013,690294
613,teste,FRAUDE-AMIGA,DATAMINING,03/05/2013,939332
614,teste,AUTO-FRAUDE,DATAMINING,08/02/2013,272423
615,teste,FRAUDE-AMIGA,DENUNCIA,01/04/2013,863352
616,teste,AUTO-FRAUDE,DATAMINING,16/02/2013,27579
617,teste,ESTELIONATO,DATAMINING,20/05/2013,102967
618,teste,FRAUDE-AMIGA,AUDITORIA,17/03/2013,746074
619,teste,FRAUDE-AMIGA,DATAMINING,12/01/2013,50348
620,teste,ESTELIONATO,AUDITORIA,11/06/2013,799830
621,teste,FRAUDE-AMIGA,DATAMINING,13/06/2013,587025
622,teste,ESTELIONATO,DENUNCIA,02/02/2013,508892
623,teste,FRAUDE-AMIGA,AUDITORIA,06/05/2013,273149
624,teste,FRAUDE-AMIGA,AUDITORIA,15/02/2013,860483
625,teste,FRAUDE-AMIGA,AUDITORIA,17/05/2013,959616
626,teste,FRAUDE-AMIGA,DATAMINING,25/05/2013,283727
627,teste,FRAUDE-AMIGA,AUDITORIA,06/02/2013,151167
628,teste,ESTELIONATO,DATAMINING,22/02/2013,433150
629,teste,AUTO-FRAUDE,DENUNCIA,13/04/2013,698581
630,teste,ESTELIONATO,DENUNCIA,20/04/2013,184112
631,teste,AUTO-FRAUDE,AUDITORIA,10/04/2013,648110
632,teste,ESTELIONATO,DATAMINING,09/04/2013,293260
633,teste,AUTO-FRAUDE,DATAMINING,12/05/2013,326251
634,teste,AUTO-FRAUDE,DATAMINING,25/05/2013,427159
635,teste,AUTO-FRAUDE,AUDITORIA,08/06/2013,988001
636,teste,ESTELIONATO,DENUNCIA,04/04/2013,512203
637,teste,ESTELIONATO,DENUNCIA,08/06/2013,606719
638,teste,ESTELIONATO,DENUNCIA,17/01/2013,608947
639,teste,ESTELIONATO,DENUNCIA,15/03/2013,633697
640,teste,ESTELIONATO,DENUNCIA,02/02/2013,763971
641,teste,FRAUDE-AMIGA,DATAMINING,10/04/2013,805605
642,teste,FRAUDE-AMIGA,AUDITORIA,02/05/2013,542414
643,teste,AUTO-FRAUDE,AUDITORIA,11/01/2013,327896
644,teste,AUTO-FRAUDE,DATAMINING,18/04/2013,194294
645,teste,AUTO-FRAUDE,DENUNCIA,23/02/2013,12321
646,teste,FRAUDE-AMIGA,DATAMINING,28/01/2013,657743
647,teste,AUTO-FRAUDE,DENUNCIA,18/05/2013,196662
648,teste,AUTO-FRAUDE,DATAMINING,29/05/2013,852284
649,teste,FRAUDE-AMIGA,AUDITORIA,10/04/2013,524832
650,teste,AUTO-FRAUDE,AUDITORIA,24/03/2013,965261
651,teste,AUTO-FRAUDE,DATAMINING,30/03/2013,915433
652,teste,AUTO-FRAUDE,AUDITORIA,26/03/2013,684576
653,teste,FRAUDE-AMIGA,AUDITORIA,08/01/2013,296931
654,teste,ESTELIONATO,DENUNCIA,29/05/2013,580821
655,teste,ESTELIONATO,DATAMINING,08/02/2013,937544
656,teste,FRAUDE-AMIGA,DENUNCIA,01/04/2013,91967
657,teste,ESTELIONATO,DATAMINING,18/03/2013,447996
658,teste,AUTO-FRAUDE,DATAMINING,14/02/2013,813698
659,teste,AUTO-FRAUDE,DATAMINING,20/01/2013,785235
660,teste,AUTO-FRAUDE,DATAMINING,26/02/2013,48556
661,teste,AUTO-FRAUDE,AUDITORIA,21/01/2013,835261
662,teste,FRAUDE-AMIGA,AUDITORIA,17/06/2013,816977
663,teste,FRAUDE-AMIGA,DATAMINING,19/06/2013,403174
664,teste,ESTELIONATO,DATAMINING,27/03/2013,783387
665,teste,AUTO-FRAUDE,DENUNCIA,14/06/2013,688578
666,teste,AUTO-FRAUDE,AUDITORIA,01/04/2013,800446
667,teste,AUTO-FRAUDE,DENUNCIA,03/03/2013,574464
668,teste,ESTELIONATO,DATAMINING,07/06/2013,24591
669,teste,AUTO-FRAUDE,AUDITORIA,14/01/2013,307685
670,teste,AUTO-FRAUDE,AUDITORIA,20/02/2013,805985
671,teste,ESTELIONATO,DATAMINING,06/01/2013,399168
672,teste,AUTO-FRAUDE,DATAMINING,25/05/2013,806018
673,teste,ESTELIONATO,DENUNCIA,28/05/2013,821971
674,teste,ESTELIONATO,AUDITORIA,22/03/2013,45456
675,teste,AUTO-FRAUDE,DENUNCIA,20/02/2013,835319
676,teste,ESTELIONATO,AUDITORIA,16/06/2013,836389
677,teste,ESTELIONATO,DATAMINING,17/05/2013,12742
678,teste,AUTO-FRAUDE,DENUNCIA,11/06/2013,801094
679,teste,ESTELIONATO,DENUNCIA,27/04/2013,302436
680,teste,ESTELIONATO,DATAMINING,01/05/2013,430930
681,teste,ESTELIONATO,AUDITORIA,20/04/2013,197983
682,teste,ESTELIONATO,DATAMINING,18/02/2013,888401
683,teste,ESTELIONATO,DATAMINING,16/02/2013,347540
684,teste,FRAUDE-AMIGA,DENUNCIA,06/03/2013,5514
685,teste,FRAUDE-AMIGA,DATAMINING,25/02/2013,179632
686,teste,FRAUDE-AMIGA,DENUNCIA,10/05/2013,681532
687,teste,ESTELIONATO,DATAMINING,01/04/2013,373672
688,teste,FRAUDE-AMIGA,AUDITORIA,09/04/2013,133298
689,teste,AUTO-FRAUDE,AUDITORIA,25/02/2013,253335
690,teste,ESTELIONATO,DENUNCIA,23/03/2013,701187
691,teste,ESTELIONATO,DENUNCIA,15/05/2013,430905
692,teste,ESTELIONATO,AUDITORIA,05/04/2013,163874
693,teste,AUTO-FRAUDE,DENUNCIA,22/04/2013,280722
694,teste,AUTO-FRAUDE,DATAMINING,31/03/2013,765002
695,teste,ESTELIONATO,AUDITORIA,04/02/2013,69863
696,teste,AUTO-FRAUDE,DENUNCIA,19/04/2013,404897
697,teste,AUTO-FRAUDE,AUDITORIA,01/03/2013,824164
698,teste,AUTO-FRAUDE,AUDITORIA,04/02/2013,700441
699,teste,AUTO-FRAUDE,AUDITORIA,23/02/2013,257732
700,teste,ESTELIONATO,DATAMINING,11/05/2013,866235
701,teste,FRAUDE-AMIGA,AUDITORIA,11/04/2013,344044
702,teste,ESTELIONATO,DENUNCIA,24/02/2013,620184
703,teste,FRAUDE-AMIGA,DATAMINING,01/02/2013,356782
704,teste,ESTELIONATO,AUDITORIA,10/01/2013,566605
705,teste,AUTO-FRAUDE,AUDITORIA,25/02/2013,458519
706,teste,FRAUDE-AMIGA,DENUNCIA,04/04/2013,760018
707,teste,AUTO-FRAUDE,DATAMINING,11/01/2013,165378
708,teste,FRAUDE-AMIGA,AUDITORIA,14/03/2013,402714
709,teste,AUTO-FRAUDE,DENUNCIA,27/03/2013,265791
710,teste,FRAUDE-AMIGA,DENUNCIA,22/05/2013,879233
711,teste,ESTELIONATO,DATAMINING,18/04/2013,21495
712,teste,AUTO-FRAUDE,AUDITORIA,22/02/2013,580900
713,teste,AUTO-FRAUDE,DATAMINING,26/05/2013,728865
714,teste,AUTO-FRAUDE,AUDITORIA,28/05/2013,223503
715,teste,ESTELIONATO,DENUNCIA,22/05/2013,968736
716,teste,ESTELIONATO,DATAMINING,09/03/2013,611274
717,teste,AUTO-FRAUDE,AUDITORIA,03/02/2013,122822
718,teste,AUTO-FRAUDE,AUDITORIA,22/04/2013,50284
719,teste,FRAUDE-AMIGA,DATAMINING,03/02/2013,984851
720,teste,ESTELIONATO,AUDITORIA,25/03/2013,864361
721,teste,AUTO-FRAUDE,DENUNCIA,04/03/2013,544579
722,teste,ESTELIONATO,DATAMINING,16/01/2013,716701
723,teste,ESTELIONATO,AUDITORIA,19/05/2013,272745
724,teste,FRAUDE-AMIGA,DENUNCIA,27/02/2013,690237
725,teste,FRAUDE-AMIGA,DATAMINING,25/04/2013,485159
726,teste,AUTO-FRAUDE,DENUNCIA,17/04/2013,329944
727,teste,AUTO-FRAUDE,DATAMINING,19/05/2013,613996
728,teste,FRAUDE-AMIGA,AUDITORIA,18/04/2013,100173
729,teste,FRAUDE-AMIGA,DATAMINING,06/06/2013,464453
730,teste,FRAUDE-AMIGA,DATAMINING,03/01/2013,960150
731,teste,ESTELIONATO,DATAMINING,12/03/2013,784875
732,teste,FRAUDE-AMIGA,DENUNCIA,16/06/2013,10772
733,teste,FRAUDE-AMIGA,AUDITORIA,17/06/2013,728489
734,teste,ESTELIONATO,DATAMINING,18/01/2013,415801
735,teste,FRAUDE-AMIGA,DATAMINING,04/04/2013,34859
736,teste,FRAUDE-AMIGA,DATAMINING,01/01/2013,50616
